year,first_name,middle_name,last_name,affiliation,original specialization,modified specializationmemoriam,email_affiliation,related_aff,umbrella_spec,,full_name
1980,Edward,J.,Weinman,['University of Maryland School of Medicine'],"['Internal Medicine', 'Hypertension', 'Cell Biology', 'Nephrology', 'General Medicine']","['Internal Medicine', 'Nephrology', 'General Medicine']",['ASCI'],[],[],,edward j. weinman
1980,Richard,P.,Wenzel,['Virginia Commonwealth University School of Medicine'],"['Infectious Disease', 'Epidemiology', 'Internal Medicine', 'Administration']","['Infectious Disease', 'Internal Medicine']",['ASCI'],['Virginia Commonwealth University Affiliates*'],"['Virginia Commonwealth University Massey Cancer Center', 'Virginia Commonwealth University School of Medicine']",,richard p. wenzel
1980,John,B.,Winfield,['University of North Carolina School of Medicine'],"['Rheumatology', 'Internal Medicine', 'Health services research', 'Immunology', 'Administration']","['Rheumatology', 'Internal Medicine']",['ASCI'],[],[],,john b. winfield
1980,William,E,Yarger,[],[],[],['ASCI'],[],[],,william e yarger
1981,Blanche,P.,Alter,['National Institutes of Health'],"['Pediatrics', 'Genetics', 'Hematology', 'Oncology']","['Pediatrics', 'Genetics', 'Hematology']",['ASCI'],[],[],,blanche p. alter
1981,Jose,A.L.,Arruda,[],[],[],['ASCI'],[],[],,jose a.l. arruda
1981,Robert,F.,Ashman,['University of Iowa Carver College of Medicine'],"['Administration', 'Internal Medicine', 'Rheumatology', 'Immunology', 'Microbiology']","['Internal Medicine', 'Rheumatology', 'Microbiology']",['ASCI'],[],[],,robert f. ashman
1981,John,P.,Atkinson,['Washington University School of Medicine in St. Louis'],"['Rheumatology', 'Allergy', 'Immunology']","['Rheumatology', 'Allergy']",['ASCI'],[],[],,john p. atkinson
1981,John,D.,Bagdade,['University of Arizona College of Medicine'],"['Metabolism', 'Diabetes', 'Endocrinology']","['Metabolism', 'Diabetes', 'Endocrinology']",['ASCI'],['University of Arizona Affiliates*'],"['University of Arizona Cancer Center', 'University of Arizona College of Medicine', 'University of Arizona Health Sciences']",,john d. bagdade
1981,William,H.,Barry,['University of Utah School of Medicine'],"['Physiology', 'Cardiology', 'Cardiovascular Disease']","['Cardiology', 'Cardiovascular Disease']",['ASCI'],[],[],,william h. barry
1981,David,A,Bass,[],[],[],['ASCI'],[],[],,david a bass
1981,Stephen,,Baylin,['Johns Hopkins University School of Medicine'],['Cell Biology'],[],['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,stephen baylin
1981,Merrill,D.,Benson,['Indiana University School of Medicine'],"['Pathology', 'Genetics', 'Allergy', 'Biochemistry', 'Rheumatology']","['Pathology', 'Genetics', 'Allergy', 'Rheumatology']",['ASCI'],[],[],,merrill d. benson
1981,Celso,,Bianco,[],[],[],['ASCI'],[],[],,celso bianco
1981,Dennis,M.,Bier,"['Baylor College of Medicine', ""Children's Nutrition Research Center""]","['Biochemistry', 'Administration', 'Pediatrics', 'Endocrinology', 'Metabolism', 'Nutrition']","['Pediatrics', 'Endocrinology', 'Metabolism']",['ASCI'],[],[],,dennis m. bier
1981,Herbert,L,Bonkovsky,[],"['Gastroenterology', 'Hepatology']","['Gastroenterology', 'Hepatology']",['ASCI'],[],[],,herbert l bonkovsky
1981,Murray,F,Brennan,[],[],[],['ASCI'],[],[],,murray f brennan
1981,Arthur,E.,Broadus,['Yale School of Medicine'],"['Neurobiology', 'Internal Medicine', 'Developmental Biology', 'Endocrinology']","['Internal Medicine', 'Endocrinology']",['ASCI'],[],[],,arthur e. broadus
1981,Raymond,F.,Burk,['Vanderbilt University School of Medicine'],"['Nutrition', 'Internal Medicine', 'Biochemistry', 'Hepatology', 'Gastroenterology', 'Pathology']","['Internal Medicine', 'Hepatology', 'Gastroenterology', 'Pathology']",['ASCI'],[],[],,raymond f. burk
1981,EDWARD,,CRANDALL,['University of Southern California Keck School of Medicine'],"['Genetics', 'Pulmonology', 'Critical Care Medicine', 'Internal Medicine', 'Molecular Biology', 'Biomedical Engineering', 'Biochemistry', 'Cell Biology', 'Environmental Medicine', 'Physiology', 'Biophysics', 'Developmental Biology']","['Genetics', 'Pulmonology', 'Critical Care Medicine', 'Internal Medicine']",['ASCI'],[],[],,edward crandall
1981,Dennis,A.,Carson,"['University of California, San Diego, School of Medicine']","['Rheumatology', 'Molecular Biology', 'Oncology', 'Immunology']",['Rheumatology'],['ASCI'],[],[],,dennis a. carson
1981,Lawrence,C.B.,Chan,['Baylor College of Medicine'],"['Cell Biology', 'Gene Transfer/Gene Therapy', 'Metabolism', 'Internal Medicine', 'Cardiovascular Disease', 'Endocrinology', 'Diabetes', 'Biochemistry', 'Genetics', 'Molecular Biology']","['Metabolism', 'Internal Medicine', 'Cardiovascular Disease', 'Endocrinology', 'Diabetes', 'Genetics']",['ASCI'],[],[],,lawrence c.b. chan
1981,Robert,A.,Clark,"['UT Health San Antonio, Joe R. & Teresa Lozano Long School of Medicine']","['Cell Biology', 'Biochemistry', 'Internal Medicine', 'Infectious Disease', 'Immunology', 'Genetics', 'Molecular Biology', 'Microbiology', 'Administration', 'General Medicine']","['Internal Medicine', 'Infectious Disease', 'Genetics', 'Microbiology', 'General Medicine']",['ASCI'],[],[],,robert a. clark
1981,Rex,S,Clements,[],[],[],['ASCI'],[],[],,rex s clements
1981,Harvey,Joel,Cohen,['Stanford University School of Medicine'],"['Hematology', 'Pediatrics', 'Administration', 'Oncology']","['Hematology', 'Pediatrics']",['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,harvey joel cohen
1981,James,D.,Crapo,"['National Jewish Health', 'University of Colorado School of Medicine']","['Internal Medicine', 'Environmental Medicine', 'Allergy', 'Administration', 'Toxicology', 'Immunology', 'Cell Biology', 'Pulmonology']","['Internal Medicine', 'Allergy', 'Toxicology', 'Pulmonology']",['ASCI'],['University of Colorado Affiliates*'],"['University of Colorado Health Sciences Center', 'University of Colorado School of Medicine']",,james d. crapo
1981,Janice,G.,Douglas,[],[],[],['ASCI'],[],[],,janice g. douglas
1981,William,C,Duckworth,[],[],[],['ASCI'],[],[],,william c duckworth
1981,Bertram,F.,Felsher,[],"['Endocrinology', 'Hepatology', 'Gastroenterology']","['Endocrinology', 'Hepatology', 'Gastroenterology']",['ASCI'],[],[],,bertram f. felsher
1981,Alan,M.,Fogelman,"['University of California, Los Angeles, David Geffen School of Medicine']","['Biochemistry', 'Metabolism', 'Molecular Biology', 'Cardiovascular Disease', 'Immunology', 'Cardiology', 'Genetics', 'Internal Medicine', 'Pathology', 'Cell Biology']","['Metabolism', 'Cardiovascular Disease', 'Cardiology', 'Genetics', 'Internal Medicine', 'Pathology']",['ASCI'],[],[],,alan m. fogelman
1981,Jr.,,Forrest,['Yale School of Medicine'],"['Cell Biology', 'Nephrology', 'Internal Medicine', 'Molecular Biology', 'Physiology']","['Nephrology', 'Internal Medicine']",['ASCI'],[],[],,jr. forrest
1981,Haralambos,P.,Gavras,['Boston University School of Medicine'],"['Cardiovascular Disease', 'Hypertension', 'Genetics']","['Cardiovascular Disease', 'Genetics']",['ASCI'],['Boston University Affiliates*'],"['Boston University School of Medicine', 'Boston University School of Public Health']",,haralambos p. gavras
1981,F.,John,Gennari,['University of Vermont Larner College of Medicine'],"['Physiology', 'Nephrology']",['Nephrology'],['ASCI'],[],[],,f. john gennari
1981,James,N.,George,['University of Oklahoma Health Sciences Center'],['Hematology'],['Hematology'],['ASCI'],[],[],,james n. george
1981,Marvin,C.,Gershengorn,"['NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)']",[],[],['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,marvin c. gershengorn
1981,David,,Goltzman,['McGill University Faculty of Medicine'],['Endocrinology'],['Endocrinology'],['ASCI'],[],[],,david goltzman
1981,Richard,L,Guerrant,[],[],[],['ASCI'],[],[],,richard l guerrant
1981,Michael,F.,Holick,['Boston University School of Medicine'],"['Metabolism', 'Developmental Biology', 'Internal Medicine', 'Molecular Biology', 'Bioethics', 'Microbiology', 'Critical Care Medicine', 'Geriatrics', 'Environmental Medicine', 'Oncology', 'Genetics', 'Endocrinology']","['Metabolism', 'Internal Medicine', 'Microbiology', 'Critical Care Medicine', 'Geriatrics', 'Genetics', 'Endocrinology']",['ASCI'],['Boston University Affiliates*'],"['Boston University School of Medicine', 'Boston University School of Public Health']",,michael f. holick
1981,Jay,H,Hoofnagle,[],[],[],['ASCI'],[],[],,jay h hoofnagle
1981,Karl,Y.,Hostetler,"['University of California, San Diego, School of Medicine']","['Internal Medicine', 'Virology', 'Biochemistry', 'Infectious Disease', 'Endocrinology', 'Metabolism']","['Internal Medicine', 'Infectious Disease', 'Endocrinology', 'Metabolism']",['ASCI'],[],[],,karl y. hostetler
1981,Eric,R,Hurd,[],[],[],['ASCI'],[],[],,eric r hurd
1981,John,H.,Kersey,[],[],[],['ASCI'],[],[],,john h. kersey
1981,Theodore,A.,Kotchen,[],[],[],['ASCI'],[],[],,theodore a. kotchen
1981,Sherman,D.,Levine,[],[],[],['ASCI'],[],[],,sherman d. levine
1981,A,James,Liedtke,[],[],[],['ASCI'],[],[],,a james liedtke
1981,Willis,C.,Maddrey,['University of Texas Southwestern Medical Center'],"['Administration', 'Hepatology', 'Internal Medicine']","['Hepatology', 'Internal Medicine']",['ASCI'],[],[],,willis c. maddrey
1981,J.,Joseph,Marr,[],"['Health services research', 'Molecular Biology', 'Biochemistry', 'Biotechnology', 'Internal Medicine', 'Tropical Medicine', 'Infectious Disease', 'History of Medicine', 'Drug Development', 'Laboratory Medicine']","['Internal Medicine', 'Infectious Disease', 'Laboratory Medicine']",['ASCI'],[],[],,j. joseph marr
1981,John,C.,Marshall,['University of Virginia School of Medicine'],"['Metabolism', 'Molecular Biology', 'Physiology', 'Neurobiology', 'Internal Medicine', 'Endocrinology']","['Metabolism', 'Internal Medicine', 'Endocrinology']",['ASCI'],['University of Virginia Affiliates*'],"['University of Virginia Medical Center', 'University of Virginia School of Medicine']",,john c. marshall
1981,Stephen,J.,Marx,['National Institutes of Health'],"['Internal Medicine', 'Oncology', 'Endocrinology', 'Genetics', 'Molecular Biology']","['Internal Medicine', 'Endocrinology', 'Genetics']",['ASCI'],[],[],,stephen j. marx
1981,Michael,,Mauer,[],[],[],['ASCI'],[],[],,michael mauer
1981,William,M.,McCormack,['SUNY Downstate Medical Center'],"['Microbiology', 'Tropical Medicine', 'General Medicine', 'Laboratory Medicine', 'Internal Medicine', 'Infectious Disease', 'Epidemiology', 'HIV']","['Microbiology', 'General Medicine', 'Laboratory Medicine', 'Internal Medicine', 'Infectious Disease']",['ASCI'],[],[],,william m. mccormack
1981,William,E.,Mitch,['Baylor College of Medicine'],"['Cell Biology', 'Nephrology', 'Metabolism', 'Internal Medicine']","['Nephrology', 'Metabolism', 'Internal Medicine']",['ASCI'],[],[],,william e. mitch
1981,Joel,L,Moake,['Rice University'],"['Hematology', 'Biomedical Engineering']",['Hematology'],['ASCI'],[],[],,joel l moake
1981,Bryan,D.,Myers,['Stanford University School of Medicine'],"['Physiology', 'Nephrology']",['Nephrology'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,bryan d. myers
1981,Charles,E.,Myers,[],"['Pharmacology', 'Oncology']",[],['ASCI'],[],[],,charles e. myers
1981,Howard,,Nankin,[],[],[],['ASCI'],[],[],,howard nankin
1981,William,M.,Pardridge,[],[],[],['ASCI'],[],[],,william m. pardridge
1981,Charles,M,Peterson,[],"['Immunology', 'Hematology', 'Endocrinology', 'Pharmacology', 'Genetics', 'Biochemistry']","['Hematology', 'Endocrinology', 'Genetics']",['ASCI'],[],[],,charles m peterson
1981,Willy,F,Piessens,[],[],[],['ASCI'],[],[],,willy f piessens
1981,Thomas,T,Provost,[],[],[],['ASCI'],[],[],,thomas t provost
1981,Stanley,B.,Prusiner,"['University of California, San Francisco, School of Medicine']",[],[],['ASCI'],[],[],,stanley b. prusiner
1981,Peter,,Quesenberry,['Rhode Island Hospital'],"['Bone marrow transplantation', 'Oncology', 'Cell Biology', 'Hematology', 'Internal Medicine']","['Bone marrow transplantation', 'Hematology', 'Internal Medicine']",['ASCI'],[],[],,peter quesenberry
1981,Philip,,Raskin,['University of Texas Southwestern Medical Center'],"['Metabolism', 'Diabetes', 'Endocrinology', 'Hypertension']","['Metabolism', 'Diabetes', 'Endocrinology']",['ASCI'],[],[],,philip raskin
1981,Charles,T.,Richardson,[],[],[],['ASCI'],[],[],,charles t. richardson
1981,Detlef,O.,Schlondorff,[],[],[],['ASCI'],[],[],,detlef o. schlondorff
1981,Arthur,B.,Schneider,['University of Illinois College of Medicine'],"['Administration', 'Endocrinology', 'Molecular Biology', 'Metabolism', 'Oncology', 'Internal Medicine']","['Endocrinology', 'Metabolism', 'Internal Medicine']",['ASCI'],['University of Illinois Affiliates*'],"['University of Illinois at Chicago', 'University of Illinois at Urbana-Champaign', 'University of Illinois College of Medicine']",,arthur b. schneider
1981,Benjamin,D.,Schwartz,"['Washington University School of Medicine in St. Louis', 'Barnes Jewish Hospital']","['Internal Medicine', 'Allergy', 'Rheumatology', 'Immunology', 'Drug Development', 'Molecular Biology']","['Internal Medicine', 'Allergy', 'Rheumatology']",['ASCI'],[],[],,benjamin d. schwartz
1981,William,T.,Shearer,[],[],[],['ASCI'],[],[],,william t. shearer
1981,Patricio,,Silva,"['Temple University, Lewis Katz School of Medicine']","['Internal Medicine', 'Physiology', 'Nephrology', 'Administration', 'Nephrology']","['Internal Medicine', 'Nephrology', 'Nephrology']",['ASCI'],[],[],,patricio silva
1981,Kendall,A.,Smith,['Weill Cornell Medical College'],[],[],['ASCI'],[],[],,kendall a. smith
1981,Peter,J.,Snyder,['University of Pennsylvania Perelman School of Medicine'],['Endocrinology'],['Endocrinology'],['ASCI'],[],[],,peter j. snyder
1981,Reynold,,Spector,"['Rutgers, Robert Wood Johnson Medical School']","['Pharmacology', 'Internal Medicine']",['Internal Medicine'],['ASCI'],['Rutgers University Affiliates*'],"['Rutgers, New Jersey Medical School', 'Rutgers, Robert Wood Johnson Medical School', 'Rutgers, The State University of New Jersey']",,reynold spector
1981,Ralph,M.,Steinman,[],[],[],['ASCI'],[],[],,ralph m. steinman
1981,David,A.,Stevens,['Stanford University School of Medicine'],"['Microbiology', 'Internal Medicine', 'Immunology', 'Infectious Disease', 'Pharmacology']","['Microbiology', 'Internal Medicine', 'Infectious Disease']",['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,david a. stevens
1981,Harry,William,Strauss,['Memorial Sloan Kettering Cancer Center'],['Nuclear Medicine'],['Nuclear Medicine'],['ASCI'],[],[],,harry william strauss
1981,David,,Terman,[],[],[],['ASCI'],[],[],,david terman
1981,Manjeri,A.,Venkatachalam,"['UT Health San Antonio, Joe R. & Teresa Lozano Long School of Medicine']","['Physiology', 'Pathology']",['Pathology'],['ASCI'],[],[],,manjeri a. venkatachalam
1981,Jerry,A.,Winkelstein,['Johns Hopkins University School of Medicine'],"['Allergy', 'Pediatrics', 'Immunology']","['Allergy', 'Pediatrics']",['ASCI'],['Johns Hopkins University Affiliates*'],"['Johns Hopkins Bloomberg School of Public Health', 'Johns Hopkins Medical Institutes', 'Johns Hopkins University School of Medicine']",,jerry a. winkelstein
1981,Roger,A,Winkle,[],[],[],['ASCI'],[],[],,roger a winkle
1982,R.,Wayne,Alexander,['Emory University School of Medicine'],"['Cell Biology', 'Cardiology', 'Cardiovascular Disease']","['Cardiology', 'Cardiovascular Disease']",['ASCI'],[],[],,r. wayne alexander
1982,John,M.,Amatruda,['Merck & Co.'],"['Cell Biology', 'Administration', 'Pharmacology', 'Biochemistry', 'Metabolism', 'Endocrinology', 'Molecular Biology', 'Diabetes']","['Metabolism', 'Endocrinology', 'Diabetes']",['ASCI'],['Merck Affiliates*'],"['Merck & Co.', 'Merck Research Laboratories']",,john m. amatruda
1982,Dennis,A.,Ausiello,"['Harvard Medical School, Massachusetts General Hospital']","['Cell Biology', 'Administration', 'Internal Medicine', 'Nephrology']","['Internal Medicine', 'Nephrology']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,dennis a. ausiello
1982,George,A,Beller,['University of Virginia School of Medicine'],"['Internal Medicine', 'Cardiovascular Disease', 'Cardiology', 'Nuclear Medicine']","['Internal Medicine', 'Cardiovascular Disease', 'Cardiology', 'Nuclear Medicine']",['ASCI'],['University of Virginia Affiliates*'],"['University of Virginia Medical Center', 'University of Virginia School of Medicine']",,george a beller
1982,Jr.,,Benz,"['Harvard Medical School, Dana-Farber Cancer Institute']","['Hematology', 'Internal Medicine', 'Oncology', 'Administration', 'Molecular Biology']","['Hematology', 'Internal Medicine']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,jr. benz
1982,Tomas,,Berl,['University of Colorado School of Medicine'],"['Nephrology', 'Cell Biology']",['Nephrology'],['ASCI'],['University of Colorado Affiliates*'],"['University of Colorado Health Sciences Center', 'University of Colorado School of Medicine']",,tomas berl
1982,Richard,S.,Bockman,['Weill Cornell Medical College'],"['Endocrinology', 'Cell Biology', 'Outcomes research', 'Molecular Biology', 'Internal Medicine']","['Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,richard s. bockman
1982,Robert,H,Brook,"['RAND Corporation', 'University of California, Los Angeles, David Geffen School of Medicine']","['Outcomes research', 'Public Policy', 'General Medicine', 'Health care policy', 'Health services research', 'Internal Medicine']","['General Medicine', 'Internal Medicine']",['ASCI'],[],[],,robert h brook
1982,Steven,J.,Burakoff,['Icahn School of Medicine at Mount Sinai'],['Immunology'],[],['ASCI'],['Mount Sinai Affiliates*'],"['Mount Sinai Hospital, Toronto', 'Icahn School of Medicine at Mount Sinai', 'Mount Sinai Beth Israel', 'Samuel Lunenfeld Research Institute of Mount Sinai Hospital']",,steven j. burakoff
1982,Alan,,Chait,['University of Washington School of Medicine'],"['Nutrition', 'Metabolism', 'Endocrinology', 'Cardiovascular Disease', 'Diabetes', 'Cell Biology']","['Metabolism', 'Endocrinology', 'Cardiovascular Disease', 'Diabetes']",['ASCI'],[],[],,alan chait
1982,Margo,P.,Cohen,[],"['Endocrinology', 'Diabetes', 'Nephrology', 'Metabolism', 'Cardiovascular Disease', 'Drug Development', 'Internal Medicine', 'Cell Biology']","['Endocrinology', 'Diabetes', 'Nephrology', 'Metabolism', 'Cardiovascular Disease', 'Internal Medicine']",['ASCI'],[],[],,margo p. cohen
1982,James,N,Davis,[],[],[],['ASCI'],[],[],,james n davis
1982,Richard,D.,Diamond,['Food and Drug Administration'],"['Immunology', 'Health services research', 'Health care policy', 'Infectious Disease', 'Bioethics', 'Public Policy', 'Administration', 'Internal Medicine', 'Preventive Medicine']","['Infectious Disease', 'Internal Medicine']",['ASCI'],[],[],,richard d. diamond
1982,Charles,A.,Dinarello,['University of Colorado School of Medicine'],"['Pediatrics', 'Infectious Disease', 'Critical Care Medicine']","['Pediatrics', 'Infectious Disease', 'Critical Care Medicine']",['ASCI'],['University of Colorado Affiliates*'],"['University of Colorado Health Sciences Center', 'University of Colorado School of Medicine']",,charles a. dinarello
1982,Jeffrey,M.,Drazen,"['Harvard Medical School', 'New England Journal of Medicine']","['Pulmonology', 'Critical Care Medicine', 'Internal Medicine']","['Pulmonology', 'Critical Care Medicine', 'Internal Medicine']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,jeffrey m. drazen
1982,William,C.,Duane,['University of Minnesota Medical School'],"['Gastroenterology', 'Internal Medicine']","['Gastroenterology', 'Internal Medicine']",['ASCI'],[],[],,william c. duane
1982,Richard,L.,Edelson,['Yale School of Medicine'],"['Immunology', 'Dermatology']",['Dermatology'],['ASCI'],[],[],,richard l. edelson
1982,Peter,M.,Elias,[],[],[],['ASCI'],[],[],,peter m. elias
1982,Edgar,G.,Engleman,['Stanford University School of Medicine'],"['Oncology', 'Rheumatology', 'Immunology']",['Rheumatology'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,edgar g. engleman
1982,Ervin,H.,Epstein,"[""Children's Hospital Oakland Research Institute""]",['Dermatology'],['Dermatology'],['ASCI'],[],[],,ervin h. epstein
1982,Alan,I.,Faden,"['Georgetown University School of Medicine', 'George Washington University School of Medicine & Health Sciences', 'University of Maryland School of Medicine']","['Neurobiology', 'Neurology']",['Neurology'],['ASCI'],[],[],,alan i. faden
1982,Howard,L.,Fields,[],[],[],['ASCI'],[],[],,howard l. fields
1982,Leon,G.,Fine,['Cedars-Sinai Medical Center'],"['Nephrology', 'General Medicine']","['Nephrology', 'General Medicine']",['ASCI'],[],[],,leon g. fine
1982,William,,Gaasch,"['Tufts University School of Medicine', 'University of Massachusetts Medical School']",[],[],['ASCI'],['Tuft University Affiliates*'],"['Tufts Medical Center', 'Tufts University School of Medicine']",,william gaasch
1982,Ralph,A.,Giannella,['University of Cincinnati College of Medicine'],"['Administration', 'Microbiology', 'Health care policy', 'Gastroenterology', 'Internal Medicine', 'History of Medicine', 'Molecular Biology']","['Microbiology', 'Gastroenterology', 'Internal Medicine']",['ASCI'],[],[],,ralph a. giannella
1982,James,S.,Goodwin,['University of Texas Medical Branch at Galveston'],"['Geriatrics', 'History of Medicine', 'Outcomes research', 'Health services research', 'Rheumatology', 'Epidemiology', 'Administration']","['Geriatrics', 'Rheumatology']",['ASCI'],[],[],,james s. goodwin
1982,Diane,E.,Griffin,[],[],[],['ASCI'],[],[],,diane e. griffin
1982,Frank,M,Griffin,[],[],[],['ASCI'],[],[],,frank m griffin
1982,James,E.,Griffin,['University of Texas Southwestern Medical Center'],"['Administration', 'Endocrinology']",['Endocrinology'],['ASCI'],[],[],,james e. griffin
1982,Nortin,M.,Hadler,['University of North Carolina School of Medicine'],"['Internal Medicine', 'Rheumatology', 'Geriatrics']","['Internal Medicine', 'Rheumatology', 'Geriatrics']",['ASCI'],[],[],,nortin m. hadler
1982,Charles,A.,Hales,[],[],[],['ASCI'],[],[],,charles a. hales
1982,Bernadine,P.,Healy,[],[],[],['ASCI'],[],[],,bernadine p. healy
1982,Hunter,,Heath,[],[],[],['ASCI'],[],[],,hunter heath
1982,Ronald,,Hoffman,['Icahn School of Medicine at Mount Sinai'],"['Hematology', 'Internal Medicine', 'Cell Biology']","['Hematology', 'Internal Medicine']",['ASCI'],['Mount Sinai Affiliates*'],"['Mount Sinai Hospital, Toronto', 'Icahn School of Medicine at Mount Sinai', 'Mount Sinai Beth Israel', 'Samuel Lunenfeld Research Institute of Mount Sinai Hospital']",,ronald hoffman
1982,Leroy,E,Hood,[],[],[],['ASCI'],[],[],,leroy e hood
1982,Keith,A.,Hruska,"['Washington University School of Medicine in St. Louis', ""St. Louis Children's Hospital""]","['Pediatrics', 'Biochemistry', 'Metabolism', 'Cell Biology', 'Biophysics', 'Molecular Biology', 'Nephrology', 'Physiology', 'Endocrinology', 'Internal Medicine', 'Hypertension']","['Pediatrics', 'Metabolism', 'Nephrology', 'Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,keith a. hruska
1982,Karen,L.,Kaplan,[],"['Hematology', 'Thromboembolism']",['Hematology'],['ASCI'],[],[],,karen l. kaplan
1982,Robert,P.,Kelch,['University of Michigan Medical School'],"['Endocrinology', 'Developmental Biology', 'Administration', 'Public Policy', 'Pediatrics']","['Endocrinology', 'Pediatrics']",['ASCI'],[],[],,robert p. kelch
1982,George,,Khoury,[],[],[],['ASCI'],[],[],,george khoury
1982,Paul,G,Killenberg,[],[],[],['ASCI'],[],[],,paul g killenberg
1982,J.,Fred,Kolhouse,[],[],[],['ASCI'],[],[],,j. fred kolhouse
1982,Donald,W.,Kufe,"['Harvard Medical School, Dana-Farber Cancer Institute']","['Molecular Biology', 'Pharmacology', 'Oncology']",[],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,donald w. kufe
1982,Joel,,Kupersmith,['Department of Veterans Affairs'],"['Health services research', 'Cardiology', 'Pharmacology', 'Cardiovascular Disease', 'Public Policy']","['Cardiology', 'Cardiovascular Disease']",['ASCI'],[],[],,joel kupersmith
1982,Douglas,R.,Lowy,"['NIH, National Cancer Institute (NCI)']",[],[],['ASCI'],['NIH Affiliates*'],"['NIH, Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)', 'NIH, National Cancer Institute (NCI)', 'NIH, National Center for Complementary and Integrative Health (NCCIH)', 'NIH, National Eye Institute (NEI)', 'NIH, National Heart, Lung, and Blood Institute (NHLBI)', 'NIH, National Human Genome Research Institute (NHGRI)', 'NIH, National Institute of Allergy and Infectious Diseases (NIAID)', 'NIH, National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS)', 'NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)', 'NIH, National Institute of Minority Health and Health Disparities', 'NIH, National Institute of Neurological Disorders and Stroke (NINDS)', 'NIH, National Institute on Aging (NIA)', 'NIH, National Institute on Alcohol Abuse and Alcoholism (NIAAA)']",,douglas r. lowy
